GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100000121190,Prakash Sponge Iron and Power Challakere steel plant,,,,Prakash Sponge Iron and Power Pvt Ltd,,E100001012047,5082001234,,Prakash Sponge Iron and Power Pvt Ltd [100.0%],E100001012047 [100.0%],5082001234 [100.0%],"Villages: Heggere & Kaparahalli, Taluk: Challakere, District: Chitradurga, Karnataka, India",,Challakere,Karnataka,India,Asia Pacific,"14.1529120, 76.6658240",exact,https://www.gem.wiki/Prakash_Sponge_Iron_and_Power_Challakere_steel_plant,,2010,unknown,unknown,unknown,unknown,unknown,,,,,semi-finished,billet,unknown,unknown,unknown,unknown,no,DRI; EAF; IF,"WHRB (7.1 MW operating, 66 MW proposed); 37 MW FBC proposed",Own mines and external purchase fromKarnataka and Odisha,"SCCL, CIL, Indonesia, South Africa, Australia",,14.152912,76.665824,IND,0.049453803898184476,173718,10655640.702493113,14.125,76.625,356,1
P100000120553,Ramsarup Industries Kharagpur steel plant,,"Ramsarup Lohh Udyog (formerly), Ramsarup Kharagpur",,Ramsarup Industries Ltd,,E100000130705,4295874334,,Shyam Metalics and Energy Ltd,E100001012152,5000933245,"P.O - Rakha Jangal, Saha Chowk, Kharagpur, Dist-Midnapur, West Bengal, India",,Kharagpur,West Bengal,India,Asia Pacific,"22.9774770, 88.4574430",exact,https://www.gem.wiki/Ramsarup_Industries_Kharagpur_steel_plant,19.0,2006,unknown,2007,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, wire",energy,unknown,unknown,unknown,no,BF; DRI; EAF,20MW Captive Power Plant (began in 2009); 40 MW (upcoming),unknown,unknown,,22.977477,88.457443,IND,0.019164362462077308,158817,3789988245.8372393,22.95833333,88.45833333,356,1
P100001025938,Rashmi Green Hydrogen Steel Kharagpur steel plant,,,,Rashmi Green Hydrogen Steel Pvt Ltd,,E100002005355,5086734197,,Rashmi Green Hydrogen Steel Pvt Ltd [100.0%],E100002005355 [100.0%],5086734197 [100.0%],unknown,,Kharagpur,West Bengal,India,Asia Pacific,"22.3314890, 87.3980850",exact,https://www.gem.wiki/Rashmi_Green_Hydrogen_Steel_Kharagpur_steel_plant,,2022,2023,unknown,unknown,unknown,unknown,,4000.0,1000.0,1200.0,finished rolled,"ferro alloys, tube, pipe, strip, di pipe",building and infrastructure,3000,unknown,unknown,no,BF; BOF,230 MW CPP (80 MW WHRB; 150 MW CFBC); 49 MW from grid (WBSEDCL),"Barbil-Joda, Odisha","BCCL, Dhanbad",6200.0,22.331489,87.398085,IND,0.04602972074245768,160702,1986124537.7752411,22.29166667,87.375,356,1
P100000120556,Rashmi Metaliks Jamuria steel plant,,RML Jamuria,,Rashmi Metaliks Ltd,,E100000130890,4298375168,,Rashmi Metaliks Ltd [100.0%],E100000130890 [100.0%],4298375168 [100.0%],"Jamuria, Burdwan, West Bengal, India",,Jamuria,West Bengal,India,Asia Pacific,"23.7063430, 87.0777400",approximate,https://www.gem.wiki/Rashmi_Metaliks_Jamuria_steel_plant,,2011,unknown,unknown,unknown,unknown,unknown,,,,,unknown,unknown,unknown,unknown,unknown,unknown,no,BOF; EAF; Iron other/unspecified,unknown,unknown,unknown,,23.706343,87.07774,IND,0.0361281960634399,156447,2472734054.712556,23.70833333,87.04166667,356,1
P100000120555,Rashmi Metaliks Kharagpur steel plant,,RML Kharagpur,,Rashmi Metaliks Ltd,,E100000130890,4298375168,,Rashmi Metaliks Ltd [100.0%],E100000130890 [100.0%],4298375168 [100.0%],"Village Gokulpur, P.O. Shyamraipur, P.S. Kharagpur (Local), District West Medinipur, West Bengal, India",,Kharagpur,West Bengal,India,Asia Pacific,"22.3606640, 87.2959320",exact,https://www.gem.wiki/Rashmi_Metaliks_Kharagpur_steel_plant,22.0,unknown,unknown,2004,unknown,unknown,unknown,,600.0,,2100.0,"crude, semi-finished, finished rolled","wire rod, bar, pipe, billet, pig iron, DRI, di pipe",unknown,unknown,expired,unknown,no,BF; IF,One captive power plant (25 MW),"Barbil-Joda, Odisha","BCCL, Dhanbad or imported",2700.0,22.360664,87.295932,IND,0.014957069766798087,160456,2985882028.961829,22.375,87.29166667,356,1
P100000120531,RINL Vizag Steel plant,,"Rashtriya Ispat Nigam Limited, RINL, Visakhapatnam Steel Plant",,Rashtriya Ispat Nigam Ltd,,E100000001935,4296922665,Full,Rashtriya Ispat Nigam Ltd [100.0%],E100000001935 [100.0%],4296922665 [100.0%],"Visakhapatnam Steel Plant, Visakhapatnam 530031, Andhra Pradesh, India",,Visakhapatnam,Andhra Pradesh,India,Asia Pacific,"17.6128460, 83.1919180",exact,https://www.gem.wiki/RINL_Vizag_Steel_plant,37.0,1970,1971,1989,unknown,unknown,unknown,,10101.0,4200.0,,"semi-finished, finished rolled","wire rod, rebar, channel, bar, billet, pig iron, rounds, special",building and infrastructure,12794,yes,yes,no,BF; BOF,"Power generated at two captive power plants, solar power plant, back pressure turbine station (BPTS), Gas Expansion Turbine Station (GET), waste heat recovery at sinter plant.",NMDC Donimalai (P100000128467); SAIL Rourkela mine,Russia; Central Coalfields,14301.0,17.612846,83.191918,IND,0.02042505263172911,170030,4255549611.1018696,17.625,83.20833333,356,1
P100001025819,Rungta Mines Chaliyama steel plant,,,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],unknown,,Chaliyama,Jharkhand,India,Asia Pacific,"22.5883590, 85.9057240",exact,https://www.gem.wiki/Rungta_Mines_Chaliyama_steel_plant,,2008,unknown,unknown,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","flat, round bar, rolled wire rod, billet, slab, bloom",unknown,1830,unknown,unknown,no,DRI; IF; BF; Steel other/unspecified,1252 MW CPP (proposed),Captive mines in Odisha and Jharkhand,Imported from South Africa,,22.588359,85.905724,IND,0.04781764378344416,159725,134689600.47245446,22.625,85.875,356,1
P100000120569,Rungta Mines Dhenkanal steel plant,,RML Odisha,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],"Jhadabandh, PO-Nimabahali, Meramandali, Dist-Dhenkanal, Odisha-759121, India",,Jhadabandh,Odisha,India,Asia Pacific,"20.7645240, 85.2993180",exact,https://www.gem.wiki/Rungta_Mines_Dhenkanal_steel_plant,5.0,2018,unknown,2021,unknown,unknown,unknown,,2827.0,1070.0,28750.0,finished rolled,"wire rod, bar",unknown,unknown,unknown,unknown,no,DRI; IF; BF; BOF; EAF,695 MW Captive power plant,unknown,unknown,32647.0,20.764524,85.299318,IND,0.028200485554291804,164460,523384374.02003706,20.79166667,85.29166667,356,1
P100000121186,Rungta Mines Kamanda steel plant,,Kamanda steel plant,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],"Kamanda, Sundergarh, Odisha, India",,Kamanda,Odisha,India,Asia Pacific,"21.9285110, 85.2239880",exact,https://www.gem.wiki/Rungta_Mines_Kamanda_steel_plant,,2008,unknown,unknown,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, bar, strip, sheet, coil, wire rod",building and infrastructure,2235,yes,unknown,no,DRI; IF; BF; EAF,40 MW CPP operating (20 MW WHRB+20MW AFBC); 367 MW Captive Power Plant proposed (96 MW WHRB; 271 MW AFBC/CFBC),"Rungta mines, OMC, RSPL",South Africa,,21.928511,85.223988,IND,0.03368144978230309,161636,74366526.85200581,21.95833333,85.20833333,356,1
P100000121185,Rungta Mines Karakhendra steel plant,,Karakhendra Steel Plant,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],"Karakhendra, Main Road, Barbil, Kendujhar- 758035, Odisha, India",,Karakhendra,Odisha,India,Asia Pacific,"22.1401740, 85.4146160",exact,https://www.gem.wiki/Rungta_Mines_Karakhendra_steel_plant,0.0,2016,2018,2026,unknown,unknown,unknown,,554.0,280.0,1474.0,"semi-finished, finished rolled","flat, round bar, rolled wire rod, billet, bloom, slab",unknown,1260,unknown,unknown,no,IF; BF; DRI; EAF,90 MW Captive power plant,unknown,unknown,2308.0,22.140174,85.414616,IND,0.04242260873637508,161164,381858769.2588554,22.125,85.375,356,1
P100001025818,Rungta Mines Karakolha sponge iron plant,,,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],unknown,,Karakolha,Odisha,India,Asia Pacific,"22.1323700, 85.4170310",exact,https://www.gem.wiki/Rungta_Mines_Karakolha_sponge_iron_plant,20.0,2002,unknown,2006,unknown,unknown,unknown,,,,,semi-finished,billet,unknown,1444,unknown,unknown,no,DRI; IF,109 MW CPP (30 MW WHRB; 79 MW AFBC/CFBC),Captive mine; OMC and other private mines,imported and domestic,,22.13237,85.417031,IND,0.041954729929169626,161165,423843395.00201446,22.125,85.45833333,356,1
P100000120549,SAIL Alloy steel plant,,ASP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Industrial Area, Durgapur, West Bengal 713203, India",,Durgapur,West Bengal,India,Asia Pacific,"23.5228820, 87.2759350",exact,https://www.gem.wiki/SAIL_Alloy_steel_plant,61.13,unknown,unknown,1965-01-01 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","plate, square, bloom, cold rolled, billet, rounds, special, slab","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",630,yes,unknown,no,EAF,unknown,unknown,unknown,,23.522882,87.275935,IND,0.02450202579375209,156984,1554639245.0040002,23.54166667,87.29166667,356,1
P100000120525,SAIL Bhilai steel plant,,BSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Bhilai Steel Plant, Bhilai, Chhattisgarh 490021, India",,Bhilai,Chhattisgarh,India,Asia Pacific,"21.1851570, 81.3942070",exact,https://www.gem.wiki/SAIL_Bhilai_steel_plant,67.0,unknown,unknown,1959,unknown,unknown,unknown,,9235.0,3940.0,,semi-finished,"wire rod, rail, plate, bar","automotive, building and infrastructure, energy, transport",16407,yes,yes,no,BF; BOF; Iron other/unspecified,Bhilai Steel power station; 15 MW floating solar power plant (upcoming),SAIL Dalli Mine (P100000128475); SAIL Jharan Dalli Mine (P100000128918); SAIL Mahamaya-Dulki Mine (P100000128532); SAIL Rajhara Mine (P100000128495); SAIL Rowghat Mine (P100000128533),unknown,13175.0,21.185157,81.394207,IND,0.030100683069801043,163498,2864194758.671946,21.20833333,81.375,356,1
P100000120526,SAIL Bokaro steel plant,,"Bokaro Steel Limited, BSL",,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Marafari, Bokaro Steel City, Jharkhand 827011, India",,Bokaro Steel City,Jharkhand,India,Asia Pacific,"23.6716770, 86.1068700",exact,https://www.gem.wiki/SAIL_Bokaro_steel_plant,54.0,1964-01-01 00:00:00,1968-04-06 00:00:00,1972,unknown,unknown,unknown,,6900.0,4212.0,,"semi-finished, finished rolled","coil, sheet, plate, galvanized coils and sheets, cold rolled, hot rolled","automotive, building and infrastructure, steel packaging, tools and machinery, transport",11798,yes,yes,no,BF; BOF; Steel other/unspecified,BPSCL Captive power plant and balance from Damodar Valley Corporation (DVC),SAIL Bolani Mine (P100000128461); SAIL Kiriburu Mine (P100000128455); SAIL Meghahatuburu Mine (P100000128530); SAIL Kalta Mine (P100000128480),"Jharia coalfields, BCCL & imported from Australia",11112.0,23.671677,86.10687,IND,0.040894784863951095,156436,2059046124.5198247,23.70833333,86.125,356,1
P100000120527,SAIL Durgapur steel plant,,DSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Industrial Area, Durgapur, West Bengal 713203, India",,Durgapur,West Bengal,India,Asia Pacific,"23.5484300, 87.2452470",exact,https://www.gem.wiki/SAIL_Durgapur_steel_plant,67.0,unknown,unknown,1959,unknown,unknown,unknown,,3300.0,1700.0,,"crude, semi-finished","rail, beam, bar","building and infrastructure, transport",7855,yes,yes,no,BF; BOF,"NSPCL, DVC and Emergency power from Captive Power",SAIL Gua (Duarguiburu) Mine (P100000128471); SAIL Kiriburu Mine (P100000128455); SAIL Meghahatuburu Mine (P100000128530); SAIL Barsua Mine (P100000128517); SAIL Taldih Mine (P100000128525); SAIL Kalta Mine (P100000128480); SAIL Bolani Mine (P100000128461),Imported / BCCL Chasnala / CCL,5000.0,23.54843,87.245247,IND,0.037528144978909904,156983,1051763448.3990381,23.54166667,87.20833333,356,1
P100000120524,SAIL IISCO steel plant,,"Steel Corporation of Bengal (predecessor), SAIL Burnpur steel plant, ISP, Bengal Iron Works Co (predecessor), Indian Iron & Steel Company (predecessor)",,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"IISCO Steel Plant, Burnpur - 713325, District - Barddhaman, West Bengal, India",,Barddhaman,West Bengal,India,Asia Pacific,"23.6732360, 86.9261790",exact,https://www.gem.wiki/SAIL_IISCO_steel_plant,108.0,unknown,unknown,1918,unknown,unknown,unknown,,3880.0,880.0,,semi-finished,"rebar, wire, bar",unknown,5945,yes,unknown,no,BF; BOF,unknown,SAIL Gua (Duarguiburu) Mine (P100000128471); SAIL Gua (Jhillingburu I) Mine (P100000128871); SAIL Gua (Jhillingburu II) Mine (P100000128872),"Chasnalla and Jitpur, Jharkhand; Ramnagar coal mine, West Bengal",4760.0,23.673236,86.926179,IND,0.04759961670935573,156446,8192607807.984975,23.70833333,86.95833333,356,1
P100000120550,SAIL Paradip steel plant,,,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Paradip, Odisha, India",,Paradip,Odisha,India,Asia Pacific,"20.3174550, 86.6090010",approximate,https://www.gem.wiki/SAIL_Paradip_steel_plant,,2018,unknown,unknown,unknown,unknown,unknown,,,,,unknown,unknown,unknown,unknown,unknown,unknown,no,BOF; Iron other/unspecified,unknown,unknown,unknown,,20.317455,86.609001,IND,0.030348080090650986,165486,1296918868.074968,20.29166667,86.625,356,1
P100001081803,SAIL Ranchi DRI plant,,SAIL Ranchi H2 DRI pilot,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],unknown,,Ranchi,Jharkhand,India,Asia Pacific,"23.3356313803427, 85.31236535745192",approximate,https://www.gem.wiki/SAIL_Ranchi_DRI_plant,,2024-10-01 00:00:00,unknown,2027,unknown,unknown,unknown,,,,,unknown,DRI,unknown,unknown,unknown,unknown,no,DRI,unknown,unknown,unknown,,23.3356313803427,85.31236535745192,IND,0.04447835289164394,157490,4723400472.798967,23.375,85.29166667,356,1
P100000120528,SAIL Rourkela steel plant,,RSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Rourkela Steel Plant Area, Rourkela, Odisha 769011, India",,Rourkela,Odisha,India,Asia Pacific,"22.2108040, 84.8689500",exact,https://www.gem.wiki/SAIL_Rourkela_steel_plant,67.0,1953,unknown,1959,unknown,unknown,unknown,,6776.0,768.0,2000.0,"semi-finished, finished rolled","pipe, coil, sheet, plate","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",12938,yes,yes,no,BF; BOF,"Captive power plant #1 (1959, updated 1978), Rourkela Works-2 power station",SAIL Barsua Mine (P100000128517); SAIL Bolani Mine (P100000128461); SAIL Kalta Mine (P100000128480); SAIL Taldih Mine (P100000128525),domestic,9544.0,22.210804,84.86895,IND,0.006535037126820919,160914,4251005039.579961,22.20833333,84.875,356,1
P100000121191,Shakambhari Ispat and Power Purulia steel plant,,,,Shakambhari Ispat & Power Ltd,,E100001012202,5063329547,,Shakambhari Group,E100001012203,unknown,"Village: Parvatpur, Madanih, Radhamadabpur",,Raghunathpur,West Bengal,India,Asia Pacific,"23.6138610, 86.7895270",exact,https://www.gem.wiki/Shakambhari_Ispat_and_Power_Purulia_steel_plant,25.0,unknown,unknown,2001,unknown,unknown,unknown,,198.0,,198.0,"semi-finished, finished rolled","billet, DRI, bar",unknown,1700,expired,unknown,no,DRI; IF; BF,99 MW CPP (being enhanced to 126 MW),unknown,unknown,396.0,23.613861,86.789527,IND,0.011342641169889065,156713,740366725.9212388,23.625,86.79166667,356,1
P100000121192,Shri Bajrang Power & Ispat Tilda steel plant,,SBPIL,,Shri Bajrang Power and Ispat Ltd,,E100001012214,4298361778,,Banka Finance & Securities Pvt Ltd [15.9%]; Atlanta Securities Pvt Ltd [15.6%]; natural person(s) [6.3%]; Sukanya Merchandise Pvt Ltd [5.5%]; Bonus Dealcom Pvt Ltd [5.5%],E100001012215 [15.9%]; E100001012216 [15.6%]; E100000123261 [6.3%]; E100001012218 [5.5%]; E100001012219 [5.5%],unknown [15.9%]; 5035517336 [15.6%]; unknown [6.3%]; unknown [5.5%]; 5085422296 [5.5%],"Kh. No. 521/44, Village- Tandwa, Dharsiwa-Tilda Road, Tehsil- Tilda, Raipur (C.G.), 493116",,Tilda,Chhattisgarh,India,Asia Pacific,"21.4861900, 81.7716970",exact,https://www.gem.wiki/Shri_Bajrang_Power_&_Ispat_Tilda_steel_plant,13.0,2010,unknown,2013,unknown,unknown,unknown,,1000.0,500.0,1400.0,semi-finished,"coil, plate",unknown,unknown,yes,unknown,no,DRI; Steel other/unspecified; BF; BOF,100 MW Captive Power Plant,unknown,South Eastern Coal Field Limited,2900.0,21.48619,81.771697,IND,0.03427508983792314,162907,450845929.98527956,21.45833333,81.79166667,356,1
P100000121183,Shyam Metalics Jamuria steel plant,,,,Shyam Metalics and Energy Ltd,,E100001012152,5000933245,,Shyam Metalics and Energy Ltd [100.0%],E100001012152 [100.0%],5000933245 [100.0%],"Jamuria, West Bengal, India",,Jamuria,West Bengal,India,Asia Pacific,"23.6937490, 87.1227110",exact,https://www.gem.wiki/Shyam_Metalics_Jamuria_steel_plant,13.0,unknown,unknown,2013,unknown,unknown,unknown,,1110.0,,3000.0,"crude, semi-finished","pellets, rod, bar, billet, DRI",unknown,unknown,yes,unknown,no,BF; DRI; IF; EAF,94 MW Captive Power plant,"Barbil, Odisha",Central Coalfields Limited,4110.0,23.693749,87.122711,IND,0.014762865661817398,156448,753463000.0749441,23.70833333,87.125,356,1
P100000121184,Shyam Metalics Sambalpur steel plant,,,,Shyam Metalics and Energy Ltd,,E100001012152,5000933245,,Shyam Metalics and Energy Ltd [100.0%],E100001012152 [100.0%],5000933245 [100.0%],"Pandoli, Rengali, Sambalpur - 768212 Odisha, India",,Pandoli,Odisha,India,Asia Pacific,"21.6803440, 84.0417900",exact,https://www.gem.wiki/Shyam_Metalics_Sambalpur_steel_plant,20.0,unknown,unknown,2006,unknown,unknown,unknown,,,,3000.0,"crude, semi-finished","pellets, rod, bar, billet, DRI","automotive, building and infrastructure",3060,yes,unknown,no,DRI; IF; EAF; BF,118 MW Captive power plant,Kandahar mines and Gandhamardan mines,Talcher,3000.0,21.680344,84.04179,IND,0.027989601714523017,162300,263458006.06268016,21.70833333,84.04166667,356,1
P100000121182,Shyam Steel Mejia steel plant,,Sova Ispat Ltd (formerly),,Shyam Steel Manufacturing Ltd,,E100002005402,5039665197,,Shyam Steel Industries Ltd,E100000130859,4298177772,"J.L.No. 11, Jemua Mouza, Mejia Block, Bankura District, West Bengal-722143, India",,Meija,West Bengal,India,Asia Pacific,"23.5641570, 87.0895520",exact,https://www.gem.wiki/Shyam_Steel_Mejia_steel_plant,,2008,unknown,unknown,unknown,unknown,unknown,,,,,semi-finished,"rod, bar",building and infrastructure,unknown,unknown,unknown,no,DRI; IF; EAF,10 MW WHRB; 7 MW FBC,"Rungta Mines, Essel Mines & Other mines in Barbil & Jharkand","ECL, West Bengal / MCL Odisha ; Indonesia / South Africa / Australia",,23.564157,87.089552,IND,0.041980658016628,156982,675556161.7232339,23.54166667,87.125,356,1
P100000121181,Shyam Steel Raghunathpur steel plant,,"JSK-II, Shyam Steel Purulia",,Shyam Steel Industries Ltd,,E100000130859,4298177772,,Shyam Steel Industries Ltd [100.0%],E100000130859 [100.0%],4298177772 [100.0%],"Raghunathpur Steel & Allied Industrial Park-II, Mouza - Lachhmanpur, Jarukhamar, Siulibari, Digardhi, Shikratyar, Senera Block – Raghunathpur-I, District- Purulia, West Bengal, India",,Raghunathpur,West Bengal,India,Asia Pacific,"23.5902120, 86.7246030",approximate,https://www.gem.wiki/Shyam_Steel_Raghunathpur_steel_plant,2.0,2021,unknown,2024,unknown,unknown,unknown,,1092.0,500.0,1200.0,semi-finished,"angle, bar",unknown,8000,unknown,unknown,no,DRI; IF; BF; BOF; EAF,57.5 MW WHRB from DRI and Coke Oven; 15 MW CFBC Boiler,"Odisha, Jharkhand, Chhattisgarh","Jharkhand, Odisha, West Bengal, and Imprted",2792.0,23.590212,86.724603,IND,0.03840451934224433,156712,363171012.67553264,23.625,86.70833333,356,1
P100000120575,Sunflag Iron and Steel plant,,,,Sunflag Iron and Steel Co Ltd,,E100001000589,4295872653,,Sunflag Iron and Steel Co Ltd [100.0%],E100001000589 [100.0%],4295872653 [100.0%],"441906 Bhandara Road, Warthi, Maharashtra, India",,Warthi,Maharashtra,India,Asia Pacific,"21.2329290, 79.6323980",exact,https://www.gem.wiki/Sunflag_Iron_and_Steel_plant,37.0,unknown,unknown,1989,unknown,unknown,unknown,,364.0,,,"crude, semi-finished, finished rolled","ingot, bar, billet, coil, pig iron, DRI","automotive, tools and machinery, transport",2691,2022,unknown,no,BF; DRI; EAF; IF; Steel other/unspecified,30 MW captive power plant,LMEL,Captive mines,364.0,21.232929,79.632398,IND,0.025684185537969237,163477,158719364.06818208,21.20833333,79.625,356,1
P100001025670,Surjagad Ispat Gadchiroli steel plant,,,,Surjagad Ispat Pvt Ltd,,E100002004790,unknown,,Surjagad Ispat Pvt Ltd [100.0%],E100002004790 [100.0%],unknown [100.0%],unknown,,Aheri,Maharashtra,India,Asia Pacific,"19.4872010, 79.9685510",approximate,https://www.gem.wiki/Surjagad_Ispat_Gadchiroli_steel_plant,0.0,2022,2024-07-17 00:00:00,2026,unknown,unknown,unknown,,,,1200.0,finished rolled,wire rod,unknown,unknown,unknown,unknown,no,DRI; IF; Steel other/unspecified,120 MW CPP,Surajgad mines,unknown,1200.0,19.487201,79.968551,IND,0.03062259217404497,166999,1744300.2223284245,19.45833333,79.95833333,356,1
P100000121193,Swadesh Metallics Simga steel plant,,,,Swadesh Metallics Pvt Ltd,,E100001012071,5087130764,,Swadesh Metallics Pvt Ltd [100.0%],E100001012071 [100.0%],5087130764 [100.0%],"Village-Kesda, Tehsil Simga, District- Balodabazar- Bhatapara, Chhattisgarh, India",,Simga,Chhattisgarh,India,Asia Pacific,"21.6257060, 81.7052540",approximate,https://www.gem.wiki/Swadesh_Metallics_Simga_steel_plant,,2021,unknown,unknown,unknown,unknown,unknown,,400.0,,600.0,finished rolled,"pipe, bar",building and infrastructure,1900,unknown,unknown,no,BF; DRI; IF,97 MW Captive Power Plant,unknown,unknown,1000.0,21.625706,81.705254,IND,0.0031592260522058033,162491,194558399.93739942,21.625,81.70833333,356,1
P100000120546,Tata Metaliks Kharagpur steel plant,,Tata Korf Metal,,Tata Metaliks Ltd,,E100000130700,4295872473,,Tata Metaliks Ltd [100.0%],E100000130700 [100.0%],4295872473 [100.0%],"PO: Samraipur, Gokulpur, Kharagpur, Dist: Paschim Mednipur, West Bengal, India",,Kharagpur,West Bengal,India,Asia Pacific,"22.3856110, 87.2871790",exact,https://www.gem.wiki/Tata_Metaliks_Kharagpur_steel_plant,36.0,unknown,unknown,1990,unknown,unknown,unknown,,,233.0,,"crude, semi-finished","pipe, pig iron",unknown,1453,2024-08-30 00:00:00,unknown,no,BF,16.76 MW CPP,"Khonbond, Joda and Noamundi mines of TSL",Imported,233.0,22.385611,87.287179,IND,0.011520959292912447,160456,2985882028.961829,22.375,87.29166667,356,1
P100000120535,Tata Steel Gamharia steel plant,,"Tata Sponge Iron Limited (TSIL), Usha Martin Limited (UML), Tata Steel Long Products Gamharia steel plant (predecessor), TSPL",,Tata Steel Ltd,,E100001010018,4295872420,Partial,Tata Steel Ltd [100.0%],E100001010018 [100.0%],4295872420 [100.0%],"Gamharia, Seraikela Kharsawan, Jamshedpur – 832108, India",,Jamshedpur,Jharkhand,India,Asia Pacific,"22.8128950, 86.0840220",exact,https://www.gem.wiki/Tata_Steel_Gamharia_steel_plant,55.0,unknown,unknown,1971,unknown,unknown,unknown,,1000.0,500.0,1200.0,finished rolled,wire rod,"automotive, building and infrastructure, energy",2287,yes,unknown,no,BF; DRI; EAF,"Two coal based captive power plants (25MW, began in 2001; 30MW, began in 2009); Two waste recovery captive power plants (30 MW DRI WHRB, began in 2012; 30MW Coke oven WHRB, began in 2013); Coal-gas hybrid captive power plant 15 MW",Tata Steel Vijay-II Mine (P100000129405); Ghatkuri iron ore mine,"Xstrata Coal Queensland Pvt. Ltd, Australia",2700.0,22.812895,86.084022,IND,0.0461501731154772,159265,1938665923.5311012,22.79166667,86.125,356,1
P100000120529,Tata Steel Jamshedpur steel plant,,TSJ,,Tata Steel Ltd,,E100001010018,4295872420,Partial,Tata Steel Ltd [100.0%],E100001010018 [100.0%],4295872420 [100.0%],"Bistupur, Jamshedpur - 831 001 Jharkhand, India",,Jamshedpur,Jharkhand,India,Asia Pacific,"22.7885980, 86.1996000",exact,https://www.gem.wiki/Tata_Steel_Jamshedpur_steel_plant,114.0,unknown,1907,1912,unknown,unknown,unknown,,9000.0,3400.0,8000.0,finished rolled,"tinplate, wire","automotive, building and infrastructure",32364,unknown,unknown,2025-10-27 00:00:00,BF; BOF,"By-product gas power generation, solar energy project initiated",Tata Steel Joda East Mine (P100000128477); Tata Steel Khondbond Mine (P100000128899); Tata Steel Noamundi Mine (P100000128489),unknown,20400.0,22.788598,86.1996,IND,0.00925676987170889,159266,4812182514.970916,22.79166667,86.20833333,356,1
